Gene	1_ST_1	1_ST_2	1_ST_3	1_ST_4	1_ST_5	1_ST_6	1_ST_7	1_ST_8	1_ST_9	1_ST_10	1_ST_11	1_ST_12	1_ST_13	1_ST_14	1_ST_15	1_ST_16	1_ST_17	1_ST_18	1_ST_19	1_ST_20	1_ST_21	1_ST_22	1_ST_23	1_ST_24
MGARP	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGAT1	58.63	4.93	35.00	40.11	18.92	0.00	0.00	0.00	104.33	85.11	69.71	14.35	15.43	17.65	0.00	58.59	38.65	97.67	72.61	123.97	407.83	49.14	102.69	9.15
MGAT2	15.99	14.78	97.21	254.06	61.80	0.00	0.00	0.00	181.62	91.05	62.24	180.76	11.58	211.77	0.00	351.57	129.76	284.13	81.91	81.22	0.00	131.03	44.65	112.07
MGAT3	0.00	0.00	21.39	0.00	21.44	0.00	0.00	0.00	0.00	3.96	0.00	0.00	0.00	0.00	0.00	4.51	0.00	0.00	3.72	4.27	0.00	0.00	0.00	0.00
MGAT3-AS1	0.00	0.00	36.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGAT4A	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	61.77	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	8.93	0.00
MGAT4B	0.00	167.51	3.89	0.00	3.78	132.79	0.00	0.00	65.69	5.94	62.24	22.95	40.52	52.94	0.00	157.75	5.52	2.96	29.79	149.61	0.00	8.19	17.86	41.17
MGAT4C	0.00	4.93	15.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGAT4D	0.00	0.00	0.00	6.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4251.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGAT4EP	0.00	4.93	11.67	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	2.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGAT5	159.90	0.00	11.67	66.86	8.83	0.00	0.00	0.00	181.62	77.19	9.96	2.87	175.57	52.94	0.00	63.10	35.89	65.11	130.32	12.82	0.00	0.00	35.72	150.96
MGAT5B	0.00	0.00	0.00	0.00	11.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGC12916	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGC15885	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGC16025	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.51	0.00	0.00	40.57	0.00	2.96	0.00	0.00	0.00	0.00	0.00	0.00
MGC16142	0.00	0.00	1.94	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.00	0.00	4.27	0.00	0.00	0.00	11.44
MGC16275	0.00	0.00	13.61	0.00	11.35	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	9.01	0.00	32.56	0.00	4.27	0.00	0.00	160.73	0.00
MGC27345	0.00	0.00	3.89	6.69	0.00	0.00	0.00	0.00	3.86	35.63	0.00	0.00	1.93	0.00	0.00	0.00	38.65	2.96	24.20	8.55	0.00	0.00	17.86	0.00
MGC27382	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGC2889	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGC32805	10.66	0.00	3.89	0.00	15.13	0.00	0.00	0.00	7.73	0.00	0.00	5.74	0.00	0.00	0.00	0.00	2.76	2.96	0.00	8.55	0.00	0.00	4.46	0.00
MGC34796	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGC45922	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGC57346	0.00	0.00	1.94	6.69	8.83	0.00	0.00	0.00	0.00	0.00	0.00	5.74	0.00	0.00	0.00	4.51	2.76	0.00	48.40	12.82	0.00	0.00	4.46	0.00
MGC57346-CRHR1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGC72080	0.00	0.00	0.00	0.00	35.31	0.00	0.00	0.00	0.00	0.00	0.00	31.56	0.00	0.00	327.01	18.03	5.52	0.00	0.00	4.27	0.00	0.00	4.46	2.29
MGEA5	261.17	581.34	122.48	220.63	360.69	44.26	0.00	484.97	181.62	170.22	255.19	212.33	144.70	158.83	0.00	211.84	196.01	224.94	52.13	282.13	0.00	98.27	31.25	125.80
MGLL	0.00	9.85	73.88	6.69	0.00	0.00	0.00	0.00	0.00	13.86	0.00	134.86	0.00	0.00	0.00	144.23	2.76	91.75	0.00	85.49	0.00	81.89	0.00	13.72
MGME1	0.00	0.00	1.94	40.11	30.27	0.00	0.00	0.00	73.42	0.00	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.00	0.00	45.74
MGMT	10.66	0.00	79.71	53.49	73.15	0.00	0.00	0.00	15.46	1.98	77.18	5.74	55.95	158.83	0.00	4.51	19.33	0.00	3.72	102.59	0.00	0.00	13.39	4.57
MGP	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGRN1	5.33	4.93	52.49	46.80	18.92	132.79	0.00	0.00	3.86	3.96	0.00	5.74	54.02	0.00	0.00	4.51	2.76	5.92	20.48	0.00	0.00	8.19	84.83	0.00
MGST1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MGST2	362.44	364.57	151.65	147.09	209.35	1327.90	0.00	484.97	394.15	508.69	665.98	301.27	536.36	308.83	0.00	500.31	253.99	674.82	221.54	504.41	0.00	483.18	147.34	176.12
MGST3	1433.79	872.01	927.38	862.46	699.95	1903.33	0.00	0.00	741.93	999.57	1243.57	860.78	1323.54	582.36	654.02	892.44	723.32	1633.76	1440.93	461.66	815.66	1089.20	1071.53	1191.64
MHRT	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIA	0.00	0.00	1.94	0.00	2.52	0.00	0.00	0.00	0.00	0.00	9.96	0.00	0.00	26.47	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.00	0.00	0.00
MIA-RAB4B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIA2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIA3	303.81	275.89	91.38	187.20	49.19	0.00	0.00	484.97	57.96	235.54	191.70	381.61	44.38	123.53	0.00	117.19	190.49	56.23	169.41	209.46	0.00	139.22	352.71	317.92
MIAT	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIATNB	0.00	0.00	7.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIB1	85.28	14.78	35.00	73.54	45.40	0.00	1297.02	0.00	38.64	59.38	3.73	83.21	111.90	97.06	0.00	121.70	71.78	5.92	24.20	192.36	0.00	49.14	13.39	57.18
MIB2	0.00	0.00	9.72	73.54	22.70	0.00	0.00	0.00	3.86	0.00	43.57	20.08	0.00	0.00	0.00	4.51	19.33	0.00	1.86	0.00	0.00	0.00	8.93	2.29
MICA	31.98	4.93	5.83	40.11	10.09	0.00	0.00	0.00	7.73	5.94	12.45	40.17	38.59	35.29	0.00	4.51	8.28	2.96	1.86	94.04	0.00	8.19	4.46	2.29
MICAL1	0.00	0.00	0.00	0.00	8.83	0.00	0.00	0.00	3.86	0.00	0.00	0.00	0.00	0.00	0.00	4.51	0.00	0.00	0.00	4.27	0.00	0.00	0.00	2.29
MICAL2	287.82	157.65	52.49	307.54	54.23	531.16	0.00	0.00	150.70	235.54	258.92	324.23	71.39	308.83	0.00	18.03	66.26	62.15	175.00	158.16	0.00	212.93	151.80	132.66
MICAL3	10.66	64.05	46.66	66.86	152.60	0.00	0.00	0.00	127.52	69.28	19.92	83.21	55.95	88.24	0.00	81.13	110.43	17.76	52.13	354.80	407.83	8.19	22.32	137.23
MICALCL	0.00	4.93	60.27	73.54	35.31	0.00	0.00	0.00	0.00	0.00	0.00	43.04	0.00	0.00	0.00	0.00	52.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MICALL1	15.99	0.00	31.11	0.00	0.00	0.00	0.00	0.00	3.86	0.00	52.28	2.87	92.61	0.00	0.00	54.09	0.00	73.99	13.03	4.27	0.00	8.19	0.00	2.29
MICALL2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.27	0.00	0.00	0.00	0.00
MICB	0.00	4.93	0.00	0.00	2.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MICU1	31.98	68.97	3.89	40.11	17.66	0.00	0.00	0.00	81.15	37.61	114.52	40.17	162.07	0.00	0.00	9.01	49.69	29.60	40.96	0.00	0.00	8.19	0.00	0.00
MICU2	10.66	14.78	35.00	0.00	25.22	0.00	0.00	0.00	0.00	75.22	1.24	37.30	46.30	26.47	0.00	9.01	2.76	35.52	3.72	17.10	0.00	8.19	0.00	11.44
MICU3	5.33	4.93	5.83	20.06	10.09	0.00	0.00	0.00	123.65	11.88	1.24	54.52	1.93	17.65	0.00	0.00	44.17	5.92	5.59	4.27	0.00	0.00	8.93	0.00
MID1	5.33	29.56	1.94	33.43	60.54	0.00	0.00	0.00	7.73	7.92	3.73	2.87	94.54	0.00	0.00	4.51	24.85	2.96	18.62	0.00	0.00	8.19	4.46	153.24
MID1IP1	133.25	9.85	35.00	187.20	20.18	44.26	0.00	484.97	11.59	39.59	6.22	17.22	79.10	405.89	0.00	76.62	69.02	53.27	39.10	145.34	0.00	81.89	93.76	118.94
MID1IP1-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MID2	58.63	4.93	0.00	53.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIDN	21.32	73.90	1.94	0.00	49.19	0.00	0.00	0.00	7.73	3.96	0.00	2.87	5.79	17.65	0.00	4.51	8.28	8.88	0.00	12.82	0.00	0.00	49.11	0.00
MIEF1	42.64	9.85	171.09	86.91	80.71	1327.90	0.00	0.00	135.25	7.92	2.49	11.48	5.79	17.65	0.00	0.00	55.22	20.72	61.44	8.55	0.00	131.03	267.88	6.86
MIEF2	0.00	0.00	0.00	13.37	1.26	0.00	0.00	0.00	3.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.56	0.00	0.00	0.00	0.00	0.00	4.46	32.02
MIEN1	0.00	142.87	103.04	60.17	49.19	1062.32	0.00	0.00	11.59	65.32	39.83	243.89	63.67	26.47	0.00	162.26	115.95	103.59	197.34	8.55	407.83	16.38	22.32	118.94
MIER1	309.14	172.43	36.94	287.49	110.98	44.26	0.00	0.00	382.56	199.91	297.51	404.57	254.68	229.41	0.00	112.68	229.14	106.55	171.27	478.76	0.00	24.57	397.36	139.52
MIER2	5.33	0.00	1.94	40.11	39.10	0.00	0.00	0.00	92.74	19.79	1.24	2.87	0.00	0.00	0.00	0.00	0.00	0.00	5.59	4.27	0.00	0.00	0.00	13.72
MIER3	101.27	137.95	178.87	0.00	45.40	88.53	0.00	0.00	19.32	108.86	51.04	20.08	65.60	8.82	0.00	90.15	129.76	109.51	61.44	12.82	0.00	0.00	205.38	82.34
MIF	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIF-AS1	0.00	0.00	0.00	0.00	46.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIF4GD	0.00	0.00	0.00	13.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.22	11.58	0.00	0.00	0.00	0.00	0.00	9.31	0.00	0.00	0.00	0.00	0.00
MIIP	31.98	0.00	36.94	6.69	1.26	0.00	0.00	0.00	0.00	41.57	0.00	0.00	0.00	0.00	327.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MILR1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIMT1	5.33	4.93	5.83	0.00	5.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.76	0.00	1.86	0.00	0.00	0.00	0.00	0.00
MINA	0.00	0.00	0.00	66.86	8.83	0.00	0.00	0.00	19.32	0.00	34.85	0.00	46.30	88.24	0.00	4.51	2.76	0.00	0.00	0.00	0.00	188.36	98.22	59.47
MINK1	0.00	0.00	3.89	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	9.65	0.00	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.00	0.00	0.00
MINOS1	79.95	88.68	241.08	26.74	143.77	1018.06	0.00	0.00	185.48	409.73	261.41	218.06	156.28	273.53	0.00	193.81	143.56	216.06	223.40	282.13	0.00	139.22	183.05	176.12
MINOS1-NBL1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MINOS1P1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	26.47	0.00	0.00	52.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MINPP1	154.57	0.00	19.44	0.00	20.18	0.00	0.00	0.00	65.69	118.76	1.24	0.00	0.00	8.82	0.00	4.51	24.85	5.92	33.51	17.10	0.00	8.19	0.00	84.63
MIOS	10.66	0.00	42.77	40.11	11.35	0.00	0.00	0.00	7.73	31.67	46.06	31.56	46.30	17.65	0.00	54.09	2.76	0.00	22.34	0.00	0.00	8.19	17.86	155.53
MIOX	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIP	5.33	0.00	1.94	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.00	0.00	0.00
MIPEP	0.00	0.00	0.00	6.69	0.00	0.00	0.00	0.00	3.86	0.00	14.94	0.00	36.66	0.00	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.00	4.46	48.03
MIPEPP3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MIPOL1	0.00	0.00	23.33	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	2.87	1.93	0.00	0.00	4.51	0.00	0.00	40.96	8.55	0.00	8.19	80.36	2.29
MIS12	85.28	108.39	7.78	6.69	10.09	0.00	0.00	0.00	3.86	29.69	1.24	126.25	55.95	97.06	327.01	121.70	11.04	41.44	16.76	4.27	0.00	0.00	31.25	48.03
MIS18A	0.00	49.27	1.94	13.37	27.75	0.00	0.00	0.00	3.86	233.56	138.17	0.00	1.93	88.24	0.00	0.00	0.00	82.87	48.40	12.82	0.00	16.38	98.22	70.90
MIS18BP1	357.11	0.00	7.78	0.00	31.53	0.00	0.00	0.00	166.16	156.37	79.67	149.20	123.48	0.00	0.00	76.62	0.00	100.63	87.50	4.27	0.00	147.41	147.34	36.60
MISP	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MITD1	5.33	19.71	0.00	53.49	17.66	0.00	0.00	0.00	7.73	9.90	0.00	43.04	1.93	0.00	0.00	31.55	33.13	53.27	3.72	12.82	0.00	0.00	0.00	2.29
MITF	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	43.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.00	0.00	0.00
MIXL1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MKI67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MKKS	133.25	54.19	295.52	86.91	54.23	0.00	0.00	0.00	61.83	156.37	108.30	111.90	258.53	8.82	0.00	22.54	13.80	207.18	253.19	34.20	0.00	253.87	183.05	418.56
MKL1	117.26	19.71	54.44	33.43	85.76	0.00	0.00	0.00	173.89	55.42	97.10	11.48	1.93	0.00	0.00	45.07	5.52	59.19	14.89	21.37	0.00	0.00	200.91	22.87
MKL2	42.64	0.00	21.39	13.37	66.84	0.00	0.00	0.00	7.73	142.51	0.00	8.61	131.20	17.65	0.00	13.52	52.45	100.63	13.03	55.57	0.00	0.00	62.51	34.31
MKLN1	165.23	541.93	11.67	60.17	42.88	0.00	0.00	0.00	119.79	128.66	49.79	57.39	125.41	352.95	0.00	265.93	154.60	266.37	178.72	551.43	407.83	286.63	205.38	361.38
MKLN1-AS	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	194.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MKNK1	10.66	0.00	103.04	53.49	31.53	0.00	0.00	0.00	7.73	17.81	2.49	0.00	15.43	88.24	0.00	9.01	5.52	0.00	5.59	4.27	0.00	122.84	13.39	13.72
MKNK1-AS1	5.33	0.00	1.94	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	42.82	0.00	0.00	0.00	0.00	0.00
MKNK2	10.66	54.19	5.83	93.60	2.52	0.00	0.00	0.00	108.20	7.92	22.41	5.74	1.93	0.00	0.00	22.54	11.04	23.68	91.22	8.55	0.00	81.89	8.93	121.22
MKRN1	58.63	103.46	25.27	133.71	52.97	0.00	0.00	0.00	23.19	71.26	70.95	172.16	82.96	202.94	0.00	297.48	35.89	59.19	70.74	29.92	0.00	0.00	35.72	91.49
MKRN2	21.32	0.00	171.09	100.29	349.34	44.26	0.00	0.00	7.73	25.73	4.98	83.21	44.38	0.00	0.00	13.52	74.54	68.07	94.95	0.00	407.83	32.76	31.25	9.15
MKRN2OS	0.00	0.00	0.00	0.00	2.52	0.00	0.00	0.00	0.00	0.00	0.00	2.87	1.93	0.00	0.00	0.00	0.00	0.00	0.00	4.27	0.00	0.00	8.93	0.00
MKRN3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MKRN7P	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.19	0.00	0.00
MKRN9P	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MKS1	10.66	0.00	128.32	80.23	16.40	0.00	0.00	484.97	7.73	7.92	2.49	2.87	38.59	0.00	0.00	0.00	2.76	8.88	5.59	0.00	0.00	24.57	0.00	11.44
MKX	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MKX-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MLANA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.87	0.00	8.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MLC1	0.00	83.75	5.83	0.00	5.04	0.00	0.00	0.00	61.83	21.77	23.65	2.87	7.72	8.82	0.00	117.19	27.61	103.59	3.72	222.28	0.00	139.22	4.46	137.23
MLEC	309.14	44.34	101.10	240.69	129.90	0.00	0.00	0.00	409.61	138.55	226.56	243.89	239.24	326.47	0.00	220.86	364.42	213.10	132.18	81.22	0.00	409.47	401.82	228.72
MLF1	303.81	103.46	1220.96	621.77	1276.30	0.00	648.51	0.00	359.37	85.11	440.67	189.37	362.72	52.94	1962.07	117.19	237.43	145.03	389.09	42.75	407.83	171.98	183.05	320.21
MLF2	175.89	177.36	134.15	187.20	117.29	44.26	0.00	0.00	204.80	203.87	250.21	109.03	84.89	132.35	0.00	374.10	124.23	192.38	212.23	213.73	0.00	163.79	191.98	137.23
MLH1	5.33	167.51	1.94	13.37	23.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.82	0.00	4.51	24.85	0.00	0.00	59.85	0.00	0.00	0.00	4.57
MLH3	0.00	0.00	1.94	0.00	2.52	0.00	0.00	0.00	3.86	0.00	0.00	74.60	113.83	141.18	0.00	211.84	35.89	68.07	16.76	128.24	0.00	0.00	0.00	0.00
MLIP	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.27	0.00	0.00	0.00	0.00
MLIP-IT1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MLK7-AS1	0.00	0.00	0.00	6.69	6.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	61.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MLKL	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MLLT1	0.00	0.00	0.00	0.00	18.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.96	0.00	0.00	0.00	0.00	0.00	0.00
MLLT10	63.96	39.41	21.39	0.00	63.06	0.00	0.00	0.00	127.52	53.44	61.00	83.21	106.11	97.06	0.00	4.51	60.74	0.00	5.59	12.82	0.00	212.93	53.58	36.60
MLLT10P1	15.99	0.00	19.44	13.37	11.35	44.26	0.00	0.00	19.32	3.96	0.00	0.00	0.00	0.00	0.00	40.57	5.52	0.00	14.89	4.27	815.66	40.95	13.39	11.44
MLLT11	0.00	0.00	1.94	73.54	21.44	0.00	0.00	0.00	0.00	1.98	2.49	0.00	0.00	8.82	0.00	0.00	80.06	0.00	0.00	4.27	0.00	0.00	0.00	0.00
MLLT3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MLLT4	31.98	172.43	29.16	33.43	97.11	0.00	0.00	484.97	57.96	69.28	56.02	86.08	36.66	167.65	0.00	112.68	88.34	195.34	124.73	196.63	0.00	196.55	160.73	125.80
MLLT4-AS1	0.00	0.00	0.00	20.06	7.57	0.00	0.00	0.00	0.00	21.77	1.24	5.74	13.51	0.00	0.00	0.00	0.00	0.00	0.00	111.14	0.00	0.00	0.00	2.29
MLLT6	37.31	216.77	42.77	86.91	60.54	0.00	0.00	0.00	258.90	144.49	6.22	34.43	67.53	17.65	0.00	45.07	251.23	85.83	40.96	81.22	0.00	16.38	339.32	121.22
MLN	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MLNR	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MLPH	0.00	0.00	3.89	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.51	0.00	159.82	0.00	0.00	0.00	0.00	0.00	2.29
MLST8	0.00	19.71	0.00	20.06	12.61	0.00	0.00	0.00	23.19	0.00	13.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.29
MLX	0.00	4.93	0.00	0.00	3.78	0.00	0.00	0.00	0.00	0.00	42.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.00	0.00	2.29
MLXIP	63.96	9.85	54.44	93.60	11.35	841.01	0.00	0.00	170.03	233.56	53.53	86.08	77.17	8.82	0.00	0.00	11.04	14.80	7.45	55.57	407.83	131.03	174.12	4.57
MLXIPL	0.00	0.00	9.72	93.60	141.25	0.00	0.00	0.00	3.86	45.53	21.16	8.61	7.72	114.71	0.00	49.58	11.04	5.92	52.13	115.42	0.00	8.19	178.59	86.91
